X,Y,RedChiSq,Amp1,Amp2,Amp3,Amp4,Amp5,Amp6,Amp7,Amp8,Amp9,Amp10,Wvl1,Wvl2,Wvl3,Wvl4,Wvl5,Wvl6,Wvl7,Wvl8,Wvl9,Wvl10,Sig1,Sig2,Sig3,Sig4,Sig5,Sig6,Sig7,Sig8,Sig9,Sig10
6, 19, 1.2249, 41.004, 58.4017, 0.0, 668.2677, 123.012, 175.205, 70.3461, 71.2047, 88.7655, 0.0,6553.2608, 6552.9549, 6568.0236, 6567.7169, 6588.689, 6588.3814, 6721.7848, 6721.471, 6736.1763, 6735.8618,1.6998, 1.551, 1.6998, 1.551, 1.6998, 1.551, 1.6998, 1.551, 1.6998, 1.551
6, 20, 1.3969, 41.3723, 96.8183, 340.2763, 572.0609, 124.1169, 290.455, 91.1108, 106.7444, 39.1819, 76.6315,6551.6947, 6553.6379, 6566.4539, 6568.4015, 6587.1144, 6589.0682, 6720.1784, 6722.1716, 6734.5664, 6736.5639,1.0625, 1.1897, 1.0625, 1.1897, 1.0625, 1.1897, 1.0625, 1.1897, 1.0625, 1.1897
6, 21, 0.8597, 0.0, 111.4274, 0.0, 695.6574, 0.0, 334.2821, 5.9213, 110.1815, 11.9384, 80.0648,6551.0043, 6552.9338, 6565.762, 6567.6958, 6586.4203, 6588.3602, 6719.4703, 6721.4494, 6733.8568, 6735.8401,4.087, 1.4889, 4.087, 1.4889, 4.087, 1.4889, 4.087, 1.4889, 4.087, 1.4889
6, 22, 1.1309, 85.9608, 30.0996, 641.0958, 130.3315, 257.8823, 90.2987, 133.4006, 16.5948, 103.2003, 9.8473,6552.6788, 6554.5654, 6567.4402, 6569.3311, 6588.1038, 6590.0006, 6721.1878, 6723.1229, 6735.578, 6737.5172,1.3886, 0.9896, 1.3886, 0.9896, 1.3886, 0.9896, 1.3886, 0.9896, 1.3886, 0.9896
6, 23, 0.8644, 36.2411, 55.6726, 0.0, 599.8013, 108.7233, 167.0178, 136.0413, 0.0, 43.2866, 46.8828,6553.0834, 6552.8161, 6567.8458, 6567.5778, 6588.5106, 6588.2419, 6721.6029, 6721.3287, 6735.9939, 6735.7191,1.405, 1.5698, 1.405, 1.5698, 1.405, 1.5698, 1.405, 1.5698, 1.405, 1.5698
6, 24, 0.8689, 12.9281, 82.9256, 0.0, 660.917, 38.7844, 248.7767, 81.9533, 60.6971, 93.2967, 0.0,6553.1037, 6552.6938, 6567.8661, 6567.4553, 6588.531, 6588.1189, 6721.6237, 6721.2032, 6736.0148, 6735.5934,1.4488, 1.4028, 1.4488, 1.4028, 1.4488, 1.4028, 1.4488, 1.4028, 1.4488, 1.4028
6, 25, 0.8224, 0.0, 98.9757, 118.5468, 561.2884, 0.0, 296.9272, 124.0064, 21.2103, 99.7743, 0.0,6552.9511, 6552.6439, 6567.7131, 6567.4052, 6588.3776, 6588.0687, 6721.4671, 6721.152, 6735.8579, 6735.5421,1.3206, 1.4265, 1.3206, 1.4265, 1.3206, 1.4265, 1.3206, 1.4265, 1.3206, 1.4265
6, 26, 0.8428, 9.1598, 90.4468, 0.0, 689.8608, 27.4793, 271.3403, 35.0892, 87.8884, 37.1019, 56.2275,6553.6445, 6552.7996, 6568.4081, 6567.5613, 6589.0747, 6588.2253, 6722.1784, 6721.3117, 6736.5707, 6735.7022,2.0622, 1.4039, 2.0622, 1.4039, 2.0622, 1.4039, 2.0622, 1.4039, 2.0622, 1.4039
6, 27, 1.8253, 13.2591, 84.2451, 0.0, 689.3537, 39.7773, 252.7352, 43.9, 86.8023, 44.5965, 53.1331,6552.7098, 6552.9247, 6567.4713, 6567.6866, 6588.135, 6588.351, 6721.2196, 6721.44, 6735.6098, 6735.8307,2.0549, 1.4438, 2.0549, 1.4438, 2.0549, 1.4438, 2.0549, 1.4438, 2.0549, 1.4438
6, 28, 1.3575, 30.8742, 92.9862, 239.0259, 704.2246, 92.6226, 278.9585, 56.9292, 133.4165, 47.5134, 87.6542,6551.405, 6553.2241, 6566.1635, 6567.9868, 6586.8231, 6588.6521, 6719.8813, 6721.7472, 6734.2686, 6736.1386,0.9681, 1.1596, 0.9681, 1.1596, 0.9681, 1.1596, 0.9681, 1.1596, 0.9681, 1.1596
6, 29, 1.2293, 0.0, 101.2188, 21.2024, 750.9796, 0.0, 303.6565, 65.1718, 80.8789, 98.6158, 0.0,6553.0777, 6552.8487, 6567.84, 6567.6105, 6588.5048, 6588.2746, 6721.597, 6721.3621, 6735.988, 6735.7526,1.5029, 1.3764, 1.5029, 1.3764, 1.5029, 1.3764, 1.5029, 1.3764, 1.5029, 1.3764
6, 30, 1.0565, 14.9636, 112.1029, 139.2706, 701.4904, 44.8907, 336.3086, 9.8814, 153.5421, 17.451, 93.9973,6551.036, 6553.0599, 6565.7938, 6567.8222, 6586.4522, 6588.487, 6719.5028, 6721.5787, 6733.8894, 6735.9697,1.0134, 1.2523, 1.0134, 1.2523, 1.0134, 1.2523, 1.0134, 1.2523, 1.0134, 1.2523
6, 31, 1.0075, 80.2262, 31.4417, 462.6715, 267.0691, 240.6787, 94.325, 125.6041, 37.3484, 97.638, 11.8227,6552.5851, 6553.6392, 6567.3463, 6568.4027, 6588.0096, 6589.0694, 6721.0917, 6722.1729, 6735.4817, 6736.5652,1.4438, 1.12, 1.4438, 1.12, 1.4438, 1.12, 1.4438, 1.12, 1.4438, 1.12
6, 32, 1.0573, 69.673, 33.9065, 536.2546, 161.113, 209.0191, 101.7196, 88.7289, 71.769, 82.3992, 23.144,6552.5856, 6553.3989, 6567.3468, 6568.162, 6588.0101, 6588.8279, 6721.0922, 6721.9265, 6735.4822, 6736.3182,1.5098, 1.0592, 1.5098, 1.0592, 1.5098, 1.0592, 1.5098, 1.0592, 1.5098, 1.0592
6, 33, 0.6141, 94.7003, 15.4224, 648.5969, 80.9003, 284.101, 46.2671, 123.5899, 25.2199, 78.4524, 35.631,6553.1115, 6551.3729, 6567.8739, 6566.1314, 6588.5389, 6586.7909, 6721.6317, 6719.8483, 6736.0228, 6734.2356,1.2916, 1.2924, 1.2916, 1.2924, 1.2916, 1.2924, 1.2916, 1.2924, 1.2916, 1.2924
6, 34, 1.0491, 77.9855, 27.353, 461.7904, 247.3176, 233.9566, 82.0591, 122.6349, 13.6767, 92.7499, 0.0,6552.7404, 6553.3146, 6567.5019, 6568.0775, 6588.1657, 6588.7431, 6721.251, 6721.84, 6735.6413, 6736.2315,1.4745, 0.936, 1.4745, 0.936, 1.4745, 0.936, 1.4745, 0.936, 1.4745, 0.936
7, 0, 1.2851, 23.1205, 100.6894, 7.1065, 375.5529, 69.3615, 302.0682, 17.6455, 112.5521, 0.0, 85.5123,6557.0542, 6552.5524, 6571.8255, 6567.3136, 6592.5029, 6587.9768, 6725.6758, 6721.0582, 6740.0755, 6735.4481,1.0898, 1.7363, 1.0898, 1.7363, 1.0898, 1.7363, 1.0898, 1.7363, 1.0898, 1.7363
7, 1, 0.8293, 24.8657, 100.7102, 0.0, 404.8283, 74.5971, 302.1306, 7.7835, 101.8484, 3.19, 80.0124,6557.2182, 6552.6082, 6571.9898, 6567.3694, 6592.6677, 6588.0328, 6725.8439, 6721.1154, 6740.2441, 6735.5054,1.2303, 1.6807, 1.2303, 1.6807, 1.2303, 1.6807, 1.2303, 1.6807, 1.2303, 1.6807
7, 2, 0.9774, 53.3961, 35.2248, 370.6527, 25.8726, 160.1883, 105.6744, 111.5703, 0.0, 54.465, 20.8002,6552.8761, 6553.3314, 6567.638, 6568.0943, 6588.3022, 6588.7599, 6721.3902, 6721.8572, 6735.7808, 6736.2488,1.6554, 2.8057, 1.6554, 2.8057, 1.6554, 2.8057, 1.6554, 2.8057, 1.6554, 2.8057
7, 3, 1.212, 34.5754, 57.7853, 34.019, 368.1341, 103.7261, 173.3558, 19.0105, 93.5621, 19.4584, 67.8774,6553.9159, 6552.8421, 6568.6801, 6567.6039, 6589.3476, 6588.268, 6722.4568, 6721.3554, 6736.8496, 6735.7459,3.0724, 1.5322, 3.0724, 1.5322, 3.0724, 1.5322, 3.0724, 1.5322, 3.0724, 1.5322
7, 4, 0.9128, 34.4813, 53.4406, 20.9626, 384.1267, 103.444, 160.3217, 30.6878, 78.1152, 44.2146, 27.7791,6553.881, 6552.9961, 6568.6452, 6567.7583, 6589.3126, 6588.4229, 6722.421, 6721.5133, 6736.8138, 6735.9042,2.969, 1.594, 2.969, 1.594, 2.969, 1.594, 2.969, 1.594, 2.969, 1.594
7, 5, 0.9538, 30.67, 65.5199, 33.5737, 409.561, 92.0101, 196.5598, 26.6122, 85.5324, 30.2421, 57.3097,6554.5065, 6553.024, 6569.2721, 6567.7862, 6589.9414, 6588.4508, 6723.0625, 6721.5419, 6737.4567, 6735.9328,2.87, 1.4888, 2.87, 1.4888, 2.87, 1.4888, 2.87, 1.4888, 2.87, 1.4888
7, 6, 0.981, 33.2156, 62.068, 59.5886, 366.5303, 99.6469, 186.2039, 14.0041, 86.7655, 29.6367, 64.1221,6554.1512, 6552.9864, 6568.916, 6567.7485, 6589.5842, 6588.4131, 6722.6981, 6721.5034, 6737.0915, 6735.8942,3.1221, 1.475, 3.1221, 1.475, 3.1221, 1.475, 3.1221, 1.475, 3.1221, 1.475
7, 7, 0.7671, 31.9151, 60.6557, 60.1754, 412.3415, 95.7453, 181.967, 35.8049, 62.9979, 14.2663, 63.1597,6554.2969, 6552.8474, 6569.062, 6567.6092, 6589.7307, 6588.2734, 6722.8475, 6721.3608, 6737.2413, 6735.7513,2.7708, 1.461, 2.7708, 1.461, 2.7708, 1.461, 2.7708, 1.461, 2.7708, 1.461
7, 8, 1.0359, 22.6386, 71.5691, 37.1383, 443.8144, 67.9159, 214.7074, 14.9048, 80.5566, 2.9045, 69.1606,6554.9334, 6552.8711, 6569.6999, 6567.633, 6590.3706, 6588.2972, 6723.5004, 6721.3851, 6737.8955, 6735.7757,3.2349, 1.5708, 3.2349, 1.5708, 3.2349, 1.5708, 3.2349, 1.5708, 3.2349, 1.5708
7, 9, 1.227, 23.2441, 63.4546, 44.0011, 445.6128, 69.7324, 190.3637, 14.7814, 89.7223, 23.5791, 59.9129,6553.6058, 6552.9502, 6568.3694, 6567.7123, 6589.0359, 6588.3767, 6722.1387, 6721.4662, 6736.5309, 6735.857,3.2312, 1.5341, 3.2312, 1.5341, 3.2312, 1.5341, 3.2312, 1.5341, 3.2312, 1.5341
7, 10, 1.4305, 14.8434, 63.733, 4.1876, 458.4045, 44.5302, 191.199, 13.5959, 93.7021, 3.354, 90.576,6554.7204, 6552.9246, 6569.4864, 6567.6866, 6590.1564, 6588.3509, 6723.2819, 6721.4399, 6737.6766, 6735.8306,3.1923, 1.6926, 3.1923, 1.6926, 3.1923, 1.6926, 3.1923, 1.6926, 3.1923, 1.6926
7, 11, 1.6465, 18.6358, 63.8343, 48.7736, 454.9236, 55.9074, 191.5028, 39.7742, 70.7531, 21.7691, 57.4726,6554.2745, 6552.895, 6569.0396, 6567.657, 6589.7082, 6588.3212, 6722.8246, 6721.4096, 6737.2183, 6735.8003,3.1762, 1.4229, 3.1762, 1.4229, 3.1762, 1.4229, 3.1762, 1.4229, 3.1762, 1.4229
7, 12, 1.0592, 76.5875, 7.7805, 343.8452, 205.5999, 229.7625, 23.3416, 53.275, 72.826, 39.132, 52.93,6552.8241, 6553.6614, 6567.5858, 6568.425, 6588.2499, 6589.0917, 6721.3368, 6722.1957, 6735.7273, 6736.588,1.7867, 0.936, 1.7867, 0.936, 1.7867, 0.936, 1.7867, 0.936, 1.7867, 0.936
7, 13, 1.2382, 77.9218, 18.1869, 348.4142, 230.1035, 233.7653, 54.5606, 89.8585, 27.6749, 61.9782, 29.2792,6552.9236, 6553.8783, 6567.6856, 6568.6425, 6588.3499, 6589.3098, 6721.4389, 6722.4182, 6735.8296, 6736.811,1.7725, 0.936, 1.7725, 0.936, 1.7725, 0.936, 1.7725, 0.936, 1.7725, 0.936
7, 14, 1.1342, 84.6292, 24.2855, 471.7344, 153.9615, 253.8875, 72.8565, 120.9905, 14.2644, 79.1814, 0.0,6552.9892, 6554.4496, 6567.7513, 6569.215, 6588.4159, 6589.8842, 6721.5062, 6723.0041, 6735.8971, 6737.3982,1.5302, 0.936, 1.5302, 0.936, 1.5302, 0.936, 1.5302, 0.936, 1.5302, 0.936
7, 15, 1.0941, 91.548, 7.7773, 443.7274, 183.9636, 274.6441, 23.3318, 114.3183, 17.5333, 88.8781, 7.5245,6552.9145, 6553.7774, 6567.6765, 6568.5413, 6588.3408, 6589.2083, 6721.4296, 6722.3147, 6735.8203, 6736.7072,1.7328, 0.936, 1.7328, 0.936, 1.7328, 0.936, 1.7328, 0.936, 1.7328, 0.936
7, 16, 0.9129, 47.9152, 46.3174, 609.8338, 0.0, 143.7455, 138.9521, 0.0, 119.785, 72.7921, 26.3026,6553.0521, 6553.0676, 6567.8144, 6567.8299, 6588.4792, 6588.4947, 6721.5708, 6721.5866, 6735.9617, 6735.9777,1.5483, 1.9804, 1.5483, 1.9804, 1.5483, 1.9804, 1.5483, 1.9804, 1.5483, 1.9804
7, 17, 1.4317, 78.7262, 42.5282, 434.1631, 277.2675, 236.1787, 127.5847, 96.1358, 56.4343, 68.147, 48.8664,6552.6414, 6554.0317, 6567.4027, 6568.7962, 6588.0662, 6589.464, 6721.1494, 6722.5755, 6735.5395, 6736.9687,1.5736, 0.9401, 1.5736, 0.9401, 1.5736, 0.9401, 1.5736, 0.9401, 1.5736, 0.9401
7, 18, 1.1652, 55.7833, 72.8128, 345.7147, 457.7791, 167.35, 218.4383, 72.4169, 98.8388, 55.0908, 58.379,6552.0109, 6553.953, 6566.7708, 6568.7173, 6587.4323, 6589.3849, 6720.5027, 6722.4948, 6734.8914, 6736.8878,1.3201, 1.1237, 1.3201, 1.1237, 1.3201, 1.1237, 1.3201, 1.1237, 1.3201, 1.1237
7, 19, 1.4893, 0.0, 89.4723, 633.8659, 0.0, 0.0, 268.4168, 64.5504, 58.3571, 88.3069, 0.0,6553.0166, 6553.1342, 6567.7788, 6567.8967, 6588.4434, 6588.5617, 6721.5343, 6721.6549, 6735.9252, 6736.0461,1.5916, 1.7303, 1.5916, 1.7303, 1.5916, 1.7303, 1.5916, 1.7303, 1.5916, 1.7303
7, 20, 0.7913, 36.1288, 93.3746, 271.5752, 578.5945, 108.3865, 280.1237, 52.6783, 115.937, 17.2307, 99.5507,6551.3354, 6553.5036, 6566.0938, 6568.2669, 6586.7531, 6588.9331, 6719.8099, 6722.0339, 6734.1971, 6736.4258,1.0248, 1.2389, 1.0248, 1.2389, 1.0248, 1.2389, 1.0248, 1.2389, 1.0248, 1.2389
7, 21, 1.4652, 84.5054, 18.2343, 596.3891, 196.8693, 253.5163, 54.7028, 118.8937, 21.9423, 79.4967, 34.8939,6552.6695, 6554.4681, 6567.4309, 6569.2336, 6588.0945, 6589.9028, 6721.1783, 6723.0232, 6735.5684, 6737.4173,1.3897, 0.936, 1.3897, 0.936, 1.3897, 0.936, 1.3897, 0.936, 1.3897, 0.936
7, 22, 1.5331, 0.0, 79.7637, 0.0, 580.804, 0.0, 239.291, 2.4423, 111.6769, 4.1587, 80.0151,6551.2666, 6552.9868, 6566.0248, 6567.7489, 6586.684, 6588.4135, 6719.7393, 6721.5037, 6734.1263, 6735.8946,4.6799, 1.5683, 4.6799, 1.5683, 4.6799, 1.5683, 4.6799, 1.5683, 4.6799, 1.5683
7, 23, 0.8096, 72.7264, 31.2928, 467.1582, 218.9317, 218.1791, 93.8785, 106.0942, 38.2944, 100.7491, 5.3989,6553.2837, 6551.527, 6568.0464, 6566.2858, 6588.712, 6586.9458, 6721.8082, 6720.0064, 6736.1997, 6734.3941,1.2883, 1.0777, 1.2883, 1.0777, 1.2883, 1.0777, 1.2883, 1.0777, 1.2883, 1.0777
7, 24, 1.0502, 16.2857, 67.4053, 0.0, 590.6847, 48.8571, 202.2159, 29.5081, 102.8119, 81.0126, 0.0,6553.1547, 6552.7971, 6567.9172, 6567.5588, 6588.5823, 6588.2228, 6721.676, 6721.3092, 6736.0672, 6735.6997,1.7624, 1.4849, 1.7624, 1.4849, 1.7624, 1.4849, 1.7624, 1.4849, 1.7624, 1.4849
7, 25, 1.1927, 66.922, 50.6731, 514.4438, 318.8727, 200.766, 152.0192, 114.3873, 46.9365, 89.8074, 28.038,6553.5012, 6551.7246, 6568.2644, 6566.4839, 6588.9306, 6587.1445, 6722.0313, 6720.2091, 6736.4233, 6734.5972,1.1235, 0.9636, 1.1235, 0.9636, 1.1235, 0.9636, 1.1235, 0.9636, 1.1235, 0.9636
7, 26, 1.1356, 62.7295, 73.2634, 442.8629, 439.0231, 188.1885, 219.7901, 103.6028, 52.0297, 93.6106, 40.6055,6553.7613, 6551.9118, 6568.5252, 6566.6715, 6589.1922, 6587.3327, 6722.2982, 6720.4011, 6736.6907, 6734.7896,1.0176, 1.0617, 1.0176, 1.0617, 1.0176, 1.0617, 1.0176, 1.0617, 1.0176, 1.0617
7, 27, 1.2851, 72.1772, 34.8091, 520.4316, 264.1681, 216.5316, 104.4273, 89.4419, 82.9047, 60.1136, 55.3178,6552.5196, 6553.8345, 6567.2807, 6568.5985, 6587.9438, 6589.2658, 6721.0245, 6722.3732, 6735.4144, 6736.7659,1.3798, 1.0317, 1.3798, 1.0317, 1.3798, 1.0317, 1.3798, 1.0317, 1.3798, 1.0317
7, 28, 1.0719, 0.0, 97.9425, 10.292, 705.9394, 0.0, 293.8276, 134.868, 0.0, 41.702, 48.1678,6553.2444, 6552.9328, 6568.0071, 6567.6948, 6588.6725, 6588.3592, 6721.768, 6721.4484, 6736.1594, 6735.8391,1.4901, 1.3762, 1.4901, 1.3762, 1.4901, 1.3762, 1.4901, 1.3762, 1.4901, 1.3762
7, 29, 0.9854, 6.0939, 97.5574, 0.0, 727.1774, 18.2817, 292.6721, 15.0194, 145.6715, 0.0, 105.7716,6556.2357, 6552.8833, 6571.0052, 6567.6452, 6591.68, 6588.3094, 6724.8362, 6721.3976, 6739.2342, 6735.7882,0.936, 1.4475, 0.936, 1.4475, 0.936, 1.4475, 0.936, 1.4475, 0.936, 1.4475
7, 30, 1.0937, 22.459, 84.0162, 166.5232, 552.1445, 67.377, 252.0487, 39.682, 113.2792, 4.791, 101.9125,6553.7417, 6552.7152, 6568.5055, 6567.4767, 6589.1725, 6588.1404, 6722.2781, 6721.2252, 6736.6706, 6735.6154,0.9385, 1.442, 0.9385, 1.442, 0.9385, 1.442, 0.9385, 1.442, 0.9385, 1.442
7, 31, 0.7158, 38.9628, 70.4038, 373.7406, 391.3687, 116.8883, 211.2113, 70.8632, 88.127, 62.0072, 72.3699,6553.5172, 6552.2795, 6568.2805, 6567.0401, 6588.9468, 6587.7024, 6722.0478, 6720.7783, 6736.4398, 6735.1676,1.1231, 1.2659, 1.1231, 1.2659, 1.1231, 1.2659, 1.1231, 1.2659, 1.1231, 1.2659
7, 32, 0.9915, 44.677, 68.6397, 246.0107, 492.6257, 134.031, 205.919, 37.5965, 122.8891, 50.2942, 77.9564,6551.8096, 6553.3295, 6566.569, 6568.0924, 6587.2299, 6588.758, 6720.2963, 6721.8553, 6734.6845, 6736.2469,1.2281, 1.1831, 1.2281, 1.1831, 1.2281, 1.1831, 1.2281, 1.1831, 1.2281, 1.1831
7, 33, 0.5425, 26.7384, 74.2955, 233.2709, 391.6766, 80.2153, 222.8866, 8.0273, 133.4622, 59.94, 37.0695,6552.6465, 6552.904, 6567.4078, 6567.666, 6588.0713, 6588.3303, 6721.1547, 6721.4189, 6735.5448, 6735.8095,1.6795, 1.3148, 1.6795, 1.3148, 1.6795, 1.3148, 1.6795, 1.3148, 1.6795, 1.3148
7, 34, 1.02, 98.5349, 0.0, 630.2453, 0.0, 295.6046, 0.0, 124.3388, 6.1527, 89.4555, 22.4307,6552.7278, 6548.9861, 6567.4893, 6563.7392, 6588.1531, 6584.3911, 6721.2381, 6717.4002, 6735.6284, 6731.7822,1.3716, 3.216, 1.3716, 3.216, 1.3716, 3.216, 1.3716, 3.216, 1.3716, 3.216
8, 0, 0.8155, 24.1288, 93.636, 16.6719, 344.5427, 72.3865, 280.9079, 2.1067, 106.1894, 6.7278, 76.438,6557.4566, 6552.5808, 6572.2288, 6567.342, 6592.9075, 6588.0053, 6726.0885, 6721.0874, 6740.4892, 6735.4773,1.1065, 1.7544, 1.1065, 1.7544, 1.1065, 1.7544, 1.1065, 1.7544, 1.1065, 1.7544
8, 1, 1.0191, 19.6049, 88.8173, 0.0, 379.7331, 58.8147, 266.4519, 9.1979, 114.1171, 10.6327, 79.2408,6557.3379, 6552.6098, 6572.1099, 6567.3711, 6592.7882, 6588.0344, 6725.9668, 6721.117, 6740.3672, 6735.5071,1.7936, 1.7179, 1.7936, 1.7179, 1.7936, 1.7179, 1.7936, 1.7179, 1.7936, 1.7179
8, 2, 0.9431, 20.8861, 69.4371, 0.2449, 397.7889, 62.6583, 208.3113, 12.7597, 95.1917, 6.0818, 80.7736,6554.8311, 6552.6464, 6569.5973, 6567.4077, 6590.2677, 6588.0712, 6723.3955, 6721.1546, 6737.7903, 6735.5447,3.7619, 1.7003, 3.7619, 1.7003, 3.7619, 1.7003, 3.7619, 1.7003, 3.7619, 1.7003
8, 3, 0.8172, 23.5947, 88.0571, 7.108, 398.3223, 70.7841, 264.1713, 0.0, 94.9957, 33.8217, 74.6216,6556.682, 6552.797, 6571.4524, 6567.5587, 6592.1286, 6588.2226, 6725.294, 6721.309, 6739.6929, 6735.6995,1.6596, 1.5967, 1.6596, 1.5967, 1.6596, 1.5967, 1.6596, 1.5967, 1.6596, 1.5967
8, 4, 0.8714, 31.3826, 46.7841, 13.3481, 396.9177, 94.1478, 140.3522, 41.1409, 65.3291, 23.7266, 48.492,6553.3334, 6552.9198, 6568.0963, 6567.6818, 6588.762, 6588.3461, 6721.8593, 6721.435, 6736.2509, 6735.8257,3.074, 1.5099, 3.074, 1.5099, 3.074, 1.5099, 3.074, 1.5099, 3.074, 1.5099
8, 5, 1.2585, 41.0254, 40.3097, 0.0, 416.7847, 123.0763, 120.9292, 32.2554, 66.5897, 13.7277, 49.2124,6552.8359, 6553.0089, 6567.5976, 6567.771, 6588.2617, 6588.4357, 6721.3489, 6721.5264, 6735.7394, 6735.9173,2.6905, 1.5451, 2.6905, 1.5451, 2.6905, 1.5451, 2.6905, 1.5451, 2.6905, 1.5451
8, 6, 0.7997, 27.7817, 49.4832, 0.0, 406.989, 83.345, 148.4496, 26.7205, 63.0315, 18.2185, 66.9949,6553.0342, 6552.9406, 6567.7964, 6567.7026, 6588.4611, 6588.3671, 6721.5524, 6721.4564, 6735.9433, 6735.8471,3.4298, 1.6271, 3.4298, 1.6271, 3.4298, 1.6271, 3.4298, 1.6271, 3.4298, 1.6271
8, 7, 0.9397, 20.2921, 91.2587, 19.4133, 399.6163, 60.8762, 273.7761, 9.4206, 85.9897, 6.6356, 94.8026,6557.675, 6552.9743, 6572.4477, 6567.7364, 6593.127, 6588.4009, 6726.3125, 6721.4909, 6740.7136, 6735.8817,1.2963, 1.6834, 1.2963, 1.6834, 1.2963, 1.6834, 1.2963, 1.6834, 1.2963, 1.6834
8, 8, 0.7199, 29.0153, 52.5438, 44.0616, 416.4974, 87.046, 157.6314, 44.1759, 57.4848, 7.4414, 67.7461,6553.808, 6552.9271, 6568.572, 6567.6891, 6589.2391, 6588.3534, 6722.3461, 6721.4425, 6736.7387, 6735.8332,3.2091, 1.4954, 3.2091, 1.4954, 3.2091, 1.4954, 3.2091, 1.4954, 3.2091, 1.4954
8, 9, 0.9813, 25.8145, 50.7466, 56.9034, 397.5088, 77.4434, 152.2397, 6.8649, 100.757, 17.6165, 61.3495,6554.2758, 6552.7672, 6569.0408, 6567.5288, 6589.7095, 6588.1927, 6722.8259, 6721.2785, 6737.2196, 6735.6688,2.7095, 1.5459, 2.7095, 1.5459, 2.7095, 1.5459, 2.7095, 1.5459, 2.7095, 1.5459
8, 10, 1.2646, 17.9137, 55.4924, 2.6437, 433.7638, 53.741, 166.4773, 9.3597, 88.6583, 11.6711, 68.3152,6553.9562, 6552.9325, 6568.7205, 6567.6945, 6589.3882, 6588.3589, 6722.4981, 6721.448, 6736.8911, 6735.8387,3.3492, 1.7281, 3.3492, 1.7281, 3.3492, 1.7281, 3.3492, 1.7281, 3.3492, 1.7281
8, 11, 1.1293, 64.6877, 15.2519, 339.4126, 151.0673, 194.0632, 45.7556, 97.6024, 15.356, 65.6676, 19.7178,6552.8226, 6553.5439, 6567.5843, 6568.3072, 6588.2484, 6588.9736, 6721.3353, 6722.0751, 6735.7258, 6736.4672,1.8592, 0.936, 1.8592, 0.936, 1.8592, 0.936, 1.8592, 0.936, 1.8592, 0.936
8, 12, 0.8379, 61.8864, 18.71, 326.3261, 250.3416, 185.6593, 56.1299, 90.8868, 23.9067, 54.3566, 27.7913,6552.8773, 6553.6632, 6567.6392, 6568.4269, 6588.3034, 6589.0936, 6721.3915, 6722.1976, 6735.7821, 6736.5899,1.806, 0.936, 1.806, 0.936, 1.806, 0.936, 1.806, 0.936, 1.806, 0.936
8, 13, 1.1471, 57.1695, 40.077, 277.1088, 295.4354, 171.5084, 120.2311, 99.2238, 0.0, 49.344, 30.2489,6552.6395, 6554.0011, 6567.4008, 6568.7655, 6588.0643, 6589.4333, 6721.1475, 6722.5442, 6735.5376, 6736.9372,1.6972, 1.1438, 1.6972, 1.1438, 1.6972, 1.1438, 1.6972, 1.1438, 1.6972, 1.1438
8, 14, 0.6095, 74.4059, 17.9343, 414.521, 175.4205, 223.2176, 53.803, 72.8437, 37.4756, 71.8606, 6.0531,6552.8771, 6553.8953, 6567.639, 6568.6595, 6588.3032, 6589.3269, 6721.3912, 6722.4357, 6735.7818, 6736.8285,1.7327, 0.936, 1.7327, 0.936, 1.7327, 0.936, 1.7327, 0.936, 1.7327, 0.936
8, 15, 1.3079, 0.0, 91.7576, 72.8309, 545.7434, 0.0, 275.2729, 22.8393, 113.2668, 39.1257, 77.8154,6550.748, 6553.4255, 6565.5051, 6568.1886, 6586.1626, 6588.8546, 6719.2074, 6721.9538, 6733.5933, 6736.3456,0.936, 1.525, 0.936, 1.525, 0.936, 1.525, 0.936, 1.525, 0.936, 1.525
8, 16, 0.9589, 48.3541, 69.6128, 312.786, 422.6605, 145.0624, 208.8384, 81.9297, 80.6051, 67.9953, 51.2378,6551.8981, 6554.0036, 6566.6578, 6568.768, 6587.3189, 6589.4357, 6720.3871, 6722.5467, 6734.7755, 6736.9397,1.3765, 1.1744, 1.3765, 1.1744, 1.3765, 1.1744, 1.3765, 1.1744, 1.3765, 1.1744
8, 17, 1.1051, 91.1918, 27.1085, 422.3632, 276.888, 273.5753, 81.3256, 105.0461, 64.0317, 64.7848, 44.8851,6552.6092, 6554.1242, 6567.3705, 6568.8889, 6588.0339, 6589.557, 6721.1165, 6722.6704, 6735.5065, 6737.0637,1.6108, 0.936, 1.6108, 0.936, 1.6108, 0.936, 1.6108, 0.936, 1.6108, 0.936
8, 18, 0.8634, 20.929, 84.826, 126.9805, 608.1251, 62.7871, 254.478, 28.7047, 125.59, 26.6556, 91.4209,6550.8767, 6553.3847, 6565.6341, 6568.1477, 6586.292, 6588.8136, 6719.3394, 6721.9119, 6733.7256, 6736.3036,0.9392, 1.4056, 0.9392, 1.4056, 0.9392, 1.4056, 0.9392, 1.4056, 0.9392, 1.4056
8, 19, 1.1758, 50.3499, 71.8176, 280.4732, 468.6901, 151.0496, 215.4528, 44.6949, 104.8908, 30.7281, 74.5539,6554.4072, 6552.5, 6569.1725, 6567.2611, 6589.8415, 6587.9241, 6722.9606, 6721.0045, 6737.3546, 6735.3942,0.961, 1.411, 0.961, 1.411, 0.961, 1.411, 0.961, 1.411, 0.961, 1.411
