X,Y,RedChiSq,Amp1,Amp2,Amp3,Amp4,Amp5,Amp6,Amp7,Amp8,Amp9,Amp10,Wvl1,Wvl2,Wvl3,Wvl4,Wvl5,Wvl6,Wvl7,Wvl8,Wvl9,Wvl10,Sig1,Sig2,Sig3,Sig4,Sig5,Sig6,Sig7,Sig8,Sig9,Sig10
20, 10, 1.305, 25.6088, 46.3197, 152.9415, 369.1396, 76.8264, 138.9591, 29.8666, 78.8228, 46.1604, 39.8705,6551.9514, 6553.6974, 6566.7112, 6568.4611, 6587.3725, 6589.1279, 6720.4417, 6722.2326, 6734.8303, 6736.625,1.1865, 1.144, 1.1865, 1.144, 1.1865, 1.144, 1.1865, 1.144, 1.1865, 1.144
20, 11, 0.8708, 27.0342, 41.4244, 315.5073, 225.1802, 81.1026, 124.2733, 40.0271, 55.9894, 35.9144, 30.4984,6553.7503, 6552.4908, 6568.5142, 6567.2518, 6589.1812, 6587.9148, 6722.2869, 6720.995, 6736.6794, 6735.3848,1.0598, 1.2752, 1.0598, 1.2752, 1.0598, 1.2752, 1.0598, 1.2752, 1.0598, 1.2752
20, 12, 1.4991, 55.723, 22.0089, 461.7367, 134.9853, 167.1691, 66.0266, 59.7869, 39.4389, 50.5961, 28.0434,6553.6627, 6551.8711, 6568.4263, 6566.6307, 6589.093, 6587.2917, 6722.197, 6720.3593, 6736.5893, 6734.7477,1.0341, 1.199, 1.0341, 1.199, 1.0341, 1.199, 1.0341, 1.199, 1.0341, 1.199
20, 13, 1.3448, 3.4421, 56.2882, 0.0, 438.0623, 10.3264, 168.8645, 16.2951, 66.0408, 4.0129, 63.9489,6553.2189, 6553.2167, 6567.9815, 6567.9794, 6588.6468, 6588.6447, 6721.7418, 6721.7396, 6736.1331, 6736.1309,3.5709, 1.4011, 3.5709, 1.4011, 3.5709, 1.4011, 3.5709, 1.4011, 3.5709, 1.4011
20, 14, 1.2631, 38.3139, 37.037, 251.1032, 335.5335, 114.9417, 111.1111, 48.9138, 69.2499, 56.2825, 39.5721,6552.0889, 6553.897, 6566.849, 6568.6612, 6587.5107, 6589.3286, 6720.5828, 6722.4374, 6734.9716, 6736.8302,1.2707, 0.936, 1.2707, 0.936, 1.2707, 0.936, 1.2707, 0.936, 1.2707, 0.936
20, 15, 0.9443, 26.3277, 51.1719, 162.4834, 397.0919, 78.9832, 153.5157, 35.1927, 69.5452, 42.1959, 59.6567,6551.6404, 6553.6077, 6566.3995, 6568.3712, 6587.0598, 6589.0377, 6720.1228, 6722.1406, 6734.5107, 6736.5328,1.1521, 0.9957, 1.1521, 0.9957, 1.1521, 0.9957, 1.1521, 0.9957, 1.1521, 0.9957
20, 16, 1.0677, 36.0867, 19.2846, 232.1055, 186.3684, 108.2602, 57.8539, 83.6264, 0.0, 46.2597, 17.478,6552.6287, 6553.6435, 6567.39, 6568.4071, 6588.0534, 6589.0737, 6721.1364, 6722.1773, 6735.5264, 6736.5696,1.5944, 0.9432, 1.5944, 0.9432, 1.5944, 0.9432, 1.5944, 0.9432, 1.5944, 0.9432
20, 17, 0.7701, 50.9892, 8.1058, 218.7747, 197.3806, 152.9675, 24.3173, 55.655, 35.5131, 47.138, 7.654,6552.5807, 6553.6648, 6567.3419, 6568.4285, 6588.0051, 6589.0952, 6721.0872, 6722.1992, 6735.4771, 6736.5915,1.5486, 0.9486, 1.5486, 0.9486, 1.5486, 0.9486, 1.5486, 0.9486, 1.5486, 0.9486
20, 18, 1.2197, 19.7479, 38.7727, 172.9687, 234.2891, 59.2437, 116.3181, 43.6634, 58.8125, 22.7328, 54.8916,6553.8019, 6552.2726, 6568.5658, 6567.0331, 6589.2329, 6587.6954, 6722.3398, 6720.7711, 6736.7324, 6735.1604,0.9977, 1.4798, 0.9977, 1.4798, 0.9977, 1.4798, 0.9977, 1.4798, 0.9977, 1.4798
20, 19, 1.0497, 28.3367, 34.8692, 219.2594, 200.2875, 85.0102, 104.6077, 43.1095, 72.5338, 49.1521, 45.5671,6553.6755, 6551.8576, 6568.4392, 6566.6172, 6589.1059, 6587.2782, 6722.2102, 6720.3455, 6736.6026, 6734.7339,1.0038, 1.3432, 1.0038, 1.3432, 1.0038, 1.3432, 1.0038, 1.3432, 1.0038, 1.3432
20, 20, 1.3399, 43.8302, 18.096, 287.9577, 123.2318, 131.4905, 54.288, 83.6038, 23.5845, 62.832, 19.1122,6552.4843, 6554.2528, 6567.2453, 6569.0178, 6587.9083, 6589.6864, 6720.9884, 6722.8023, 6735.3781, 6737.196,1.3544, 0.936, 1.3544, 0.936, 1.3544, 0.936, 1.3544, 0.936, 1.3544, 0.936
20, 21, 1.251, 6.5267, 49.2999, 0.0, 360.488, 19.58, 147.8996, 0.0, 79.5442, 47.1359, 0.0,6552.7442, 6552.9412, 6567.5058, 6567.7033, 6588.1696, 6588.3677, 6721.2549, 6721.457, 6735.6452, 6735.8478,1.7948, 1.5211, 1.7948, 1.5211, 1.7948, 1.5211, 1.7948, 1.5211, 1.7948, 1.5211
20, 22, 1.1126, 57.7827, 14.0734, 382.5616, 103.4382, 173.3481, 42.2201, 83.5134, 31.7593, 67.4867, 0.0,6553.2051, 6551.0703, 6567.9677, 6565.8281, 6588.6329, 6586.4866, 6721.7276, 6719.538, 6736.1189, 6733.9246,1.3533, 1.0613, 1.3533, 1.0613, 1.3533, 1.0613, 1.3533, 1.0613, 1.3533, 1.0613
20, 23, 1.525, 67.8621, 0.0, 128.9463, 344.9062, 203.5863, 0.0, 0.0, 105.6275, 0.0, 72.9453,6552.7057, 6552.7988, 6567.4671, 6567.5605, 6588.1308, 6588.2244, 6721.2154, 6721.3109, 6735.6056, 6735.7013,1.5588, 1.3879, 1.5588, 1.3879, 1.5588, 1.3879, 1.5588, 1.3879, 1.5588, 1.3879
20, 24, 1.4487, 59.1123, 29.827, 405.0401, 266.6199, 177.3368, 89.481, 126.2251, 26.1018, 64.1463, 23.7828,6553.231, 6551.3724, 6567.9937, 6566.1309, 6588.659, 6586.7904, 6721.7543, 6719.8478, 6736.1456, 6734.2351,1.2042, 0.9372, 1.2042, 0.9372, 1.2042, 0.9372, 1.2042, 0.9372, 1.2042, 0.9372
20, 25, 1.2826, 51.34, 49.7815, 344.2974, 333.3628, 154.02, 149.3446, 97.4376, 52.7328, 72.4825, 48.0918,6553.5976, 6551.7753, 6568.3611, 6566.5347, 6589.0276, 6587.1954, 6722.1302, 6720.2611, 6736.5224, 6734.6493,1.1523, 0.984, 1.1523, 0.984, 1.1523, 0.984, 1.1523, 0.984, 1.1523, 0.984
20, 26, 1.235, 48.6047, 46.5156, 376.4061, 288.1588, 145.8142, 139.5469, 100.3866, 39.8469, 75.8745, 26.4391,6553.5046, 6551.7745, 6568.2679, 6566.5339, 6588.9341, 6587.1946, 6722.0348, 6720.2603, 6736.4268, 6734.6484,1.0589, 1.1341, 1.0589, 1.1341, 1.0589, 1.1341, 1.0589, 1.1341, 1.0589, 1.1341
20, 27, 1.7868, 77.6447, 0.0, 512.6779, 0.0, 232.9342, 0.0, 114.729, 0.0, 77.2412, 0.0,6552.8957, 6552.7353, 6567.6577, 6567.4969, 6588.3219, 6588.1607, 6721.4104, 6721.2458, 6735.801, 6735.6361,1.4212, 2.7561, 1.4212, 2.7561, 1.4212, 2.7561, 1.4212, 2.7561, 1.4212, 2.7561
20, 28, 1.2533, 64.2051, 24.9725, 407.0093, 204.7172, 192.6152, 74.9176, 123.1906, 20.3336, 61.7431, 25.8663,6552.6817, 6554.0314, 6567.4431, 6568.7959, 6588.1067, 6589.4637, 6721.1908, 6722.5752, 6735.581, 6736.9683,1.282, 0.936, 1.282, 0.936, 1.282, 0.936, 1.282, 0.936, 1.282, 0.936
20, 29, 1.0428, 27.8719, 62.9718, 119.4854, 485.7035, 83.6158, 188.9153, 34.209, 116.6353, 37.5321, 91.0971,6551.6013, 6553.2132, 6566.3603, 6567.9758, 6587.0205, 6588.6411, 6720.0827, 6721.736, 6734.4705, 6736.1273,1.1421, 1.2402, 1.1421, 1.2402, 1.1421, 1.2402, 1.1421, 1.2402, 1.1421, 1.2402
20, 30, 1.4674, 82.7482, 0.0, 559.3127, 0.0, 248.2445, 0.0, 110.4935, 22.4625, 48.6234, 38.8989,6552.8954, 6552.8365, 6567.6574, 6567.5982, 6588.3216, 6588.2623, 6721.41, 6721.3496, 6735.8007, 6735.7401,1.4745, 2.1285, 1.4745, 2.1285, 1.4745, 2.1285, 1.4745, 2.1285, 1.4745, 2.1285
20, 31, 1.0944, 14.3967, 77.8136, 162.1663, 496.9001, 43.1901, 233.4409, 16.4543, 136.3569, 34.0952, 70.0568,6554.1744, 6552.5745, 6568.9392, 6567.3357, 6589.6075, 6587.9989, 6722.7219, 6721.0808, 6737.1154, 6735.4708,0.9798, 1.3508, 0.9798, 1.3508, 0.9798, 1.3508, 0.9798, 1.3508, 0.9798, 1.3508
20, 32, 1.32, 77.4319, 21.9038, 506.7677, 196.1031, 232.2956, 65.7115, 119.9424, 37.1881, 91.1698, 20.8416,6552.4864, 6554.1188, 6567.2474, 6568.8834, 6587.9104, 6589.5516, 6720.9905, 6722.6648, 6735.3803, 6737.0581,1.3086, 1.0411, 1.3086, 1.0411, 1.3086, 1.0411, 1.3086, 1.0411, 1.3086, 1.0411
20, 33, 1.1308, 92.6756, 0.0, 442.3107, 202.5954, 278.0267, 0.0, 0.0, 140.8104, 0.0, 112.7334,6552.7156, 6552.9454, 6567.4771, 6567.7074, 6588.1408, 6588.3718, 6721.2256, 6721.4612, 6735.6158, 6735.852,1.4321, 1.3871, 1.4321, 1.3871, 1.4321, 1.3871, 1.4321, 1.3871, 1.4321, 1.3871
20, 34, 0.9508, 92.6848, 0.0, 606.4244, 0.0, 278.0545, 0.0, 100.3823, 55.0557, 0.0, 99.1384,6552.8329, 6552.8644, 6567.5947, 6567.6262, 6588.2588, 6588.2904, 6721.3459, 6721.3782, 6735.7364, 6735.7688,1.4929, 1.2357, 1.4929, 1.2357, 1.4929, 1.2357, 1.4929, 1.2357, 1.4929, 1.2357
21, 0, 0.9093, 12.5587, 48.3285, 0.0, 404.0542, 37.676, 144.9856, 0.0, 88.8015, 9.6481, 58.8636,6554.1006, 6552.6511, 6568.8653, 6567.4125, 6589.5333, 6588.076, 6722.6462, 6721.1595, 6737.0395, 6735.5496,2.9703, 1.483, 2.9703, 1.483, 2.9703, 1.483, 2.9703, 1.483, 2.9703, 1.483
21, 1, 1.1784, 20.7167, 46.6393, 111.1465, 339.887, 62.1501, 139.9178, 48.1968, 55.2539, 19.3278, 46.82,6553.7407, 6552.3045, 6568.5045, 6567.0651, 6589.1715, 6587.7275, 6722.2771, 6720.8039, 6736.6696, 6735.1933,0.936, 1.4798, 0.936, 1.4798, 0.936, 1.4798, 0.936, 1.4798, 0.936, 1.4798
21, 2, 1.5619, 2.7404, 58.8226, 0.0, 388.2011, 8.2211, 176.4679, 17.2514, 76.834, 6.6045, 64.0403,6558.7085, 6552.5447, 6573.4835, 6567.3058, 6594.1661, 6587.969, 6727.3726, 6721.0503, 6741.776, 6735.4401,0.936, 1.5412, 0.936, 1.5412, 0.936, 1.5412, 0.936, 1.5412, 0.936, 1.5412
21, 3, 0.7518, 53.4933, 0.0, 0.0, 359.6861, 160.4798, 0.0, 21.6385, 51.9828, 4.2599, 57.733,6552.7349, 6552.6362, 6567.4965, 6567.3975, 6588.1602, 6588.061, 6721.2454, 6721.1441, 6735.6357, 6735.5342,1.7984, 1.5156, 1.7984, 1.5156, 1.7984, 1.5156, 1.7984, 1.5156, 1.7984, 1.5156
21, 4, 0.7606, 41.8708, 29.3285, 224.0568, 261.0132, 125.6124, 87.9855, 66.0905, 47.4395, 25.9597, 59.1397,6551.7952, 6553.6056, 6566.5546, 6568.3691, 6587.2154, 6589.0356, 6720.2815, 6722.1385, 6734.6697, 6736.5307,1.2169, 1.0015, 1.2169, 1.0015, 1.2169, 1.0015, 1.2169, 1.0015, 1.2169, 1.0015
21, 5, 1.0325, 47.7509, 13.395, 344.5085, 19.7618, 143.2528, 40.185, 82.6798, 26.0165, 52.5234, 0.0,6552.9753, 6550.341, 6567.7374, 6565.0972, 6588.4019, 6585.7534, 6721.492, 6718.7899, 6735.8828, 6733.175,1.3546, 1.6412, 1.3546, 1.6412, 1.3546, 1.6412, 1.3546, 1.6412, 1.3546, 1.6412
21, 6, 0.9562, 0.0, 54.618, 0.0, 380.1163, 0.0, 163.854, 6.7672, 78.7593, 32.7335, 40.4852,6554.2546, 6552.9398, 6569.0196, 6567.7019, 6589.6882, 6588.3663, 6722.8042, 6721.4556, 6737.1978, 6735.8463,1.1841, 1.3452, 1.1841, 1.3452, 1.1841, 1.3452, 1.1841, 1.3452, 1.1841, 1.3452
21, 7, 0.7597, 32.9499, 29.1786, 219.8765, 201.525, 98.8497, 87.5357, 52.1283, 47.0077, 69.339, 0.0,6553.4957, 6552.1069, 6568.259, 6566.8671, 6588.9252, 6587.5289, 6722.0258, 6720.6013, 6736.4178, 6734.9902,1.0441, 1.3839, 1.0441, 1.3839, 1.0441, 1.3839, 1.0441, 1.3839, 1.0441, 1.3839
21, 8, 0.8492, 55.0905, 11.2379, 413.1926, 0.0, 165.2714, 33.7136, 67.4973, 22.2204, 63.7073, 4.4115,6553.0182, 6550.7991, 6567.7804, 6565.5563, 6588.4451, 6586.214, 6721.536, 6719.2598, 6735.9269, 6733.6459,1.2976, 1.4252, 1.2976, 1.4252, 1.2976, 1.4252, 1.2976, 1.4252, 1.2976, 1.4252
21, 9, 1.3206, 24.2325, 44.2642, 215.4658, 274.9121, 72.6976, 132.7926, 29.6789, 62.8756, 17.308, 42.876,6553.9507, 6552.684, 6568.715, 6567.4454, 6589.3826, 6588.1091, 6722.4925, 6721.1932, 6736.8854, 6735.5833,0.996, 1.3286, 0.996, 1.3286, 0.996, 1.3286, 0.996, 1.3286, 0.996, 1.3286
21, 10, 1.4195, 57.8046, 0.0, 451.7225, 0.0, 173.4137, 0.0, 87.9214, 18.2725, 63.1741, 0.0,6553.2902, 6547.5331, 6568.053, 6562.283, 6588.7185, 6582.9303, 6721.8149, 6715.9099, 6736.2064, 6730.2887,1.3368, 0.936, 1.3368, 0.936, 1.3368, 0.936, 1.3368, 0.936, 1.3368, 0.936
21, 11, 0.9216, 37.2978, 26.7712, 225.1976, 278.4557, 111.8935, 80.3136, 60.7474, 37.0566, 72.9669, 0.0,6552.519, 6553.8379, 6567.2801, 6568.6019, 6587.9432, 6589.2692, 6721.0239, 6722.3767, 6735.4137, 6736.7694,1.5041, 0.9951, 1.5041, 0.9951, 1.5041, 0.9951, 1.5041, 0.9951, 1.5041, 0.9951
21, 12, 1.0748, 35.1974, 33.1573, 272.6115, 279.4063, 105.5923, 99.472, 77.5148, 18.0136, 63.9054, 9.8401,6552.6546, 6553.9972, 6567.4159, 6568.7616, 6588.0795, 6589.4293, 6721.163, 6722.5401, 6735.5531, 6736.9332,1.4769, 1.0143, 1.4769, 1.0143, 1.4769, 1.0143, 1.4769, 1.0143, 1.4769, 1.0143
21, 13, 1.4371, 34.1147, 36.7624, 167.9142, 355.9719, 102.3441, 110.2871, 43.5074, 61.1088, 15.969, 61.7733,6552.0599, 6553.6429, 6566.8199, 6568.4065, 6587.4816, 6589.0732, 6720.553, 6722.1768, 6734.9418, 6736.5691,1.4195, 0.9731, 1.4195, 0.9731, 1.4195, 0.9731, 1.4195, 0.9731, 1.4195, 0.9731
21, 14, 1.5872, 32.1471, 45.6362, 144.8427, 415.4047, 96.4412, 136.9087, 44.1748, 86.9582, 34.5934, 45.5826,6551.5391, 6553.5141, 6566.298, 6568.2774, 6586.958, 6588.9436, 6720.0188, 6722.0446, 6734.4065, 6736.4366,1.1696, 0.9829, 1.1696, 0.9829, 1.1696, 0.9829, 1.1696, 0.9829, 1.1696, 0.9829
21, 15, 1.6648, 32.733, 44.8759, 164.1791, 389.1639, 98.199, 134.6276, 49.836, 76.0534, 59.6085, 41.7183,6551.5629, 6553.524, 6566.3218, 6568.2874, 6586.9818, 6588.9536, 6720.0432, 6722.0548, 6734.4309, 6736.4468,1.0714, 1.058, 1.0714, 1.058, 1.0714, 1.058, 1.0714, 1.058, 1.0714, 1.058
21, 16, 1.0174, 29.0655, 46.1975, 172.1831, 392.5714, 87.1965, 138.5924, 53.6472, 67.3266, 47.3119, 52.8306,6551.7213, 6553.6132, 6566.4806, 6568.3767, 6587.1411, 6589.0433, 6720.2057, 6722.1463, 6734.5938, 6736.5385,1.1371, 1.044, 1.1371, 1.044, 1.1371, 1.044, 1.1371, 1.044, 1.1371, 1.044
21, 17, 1.9399, 36.215, 40.071, 299.6898, 215.8828, 108.6451, 120.213, 80.3697, 52.055, 70.616, 36.6479,6553.6976, 6552.0473, 6568.4613, 6566.8073, 6589.1281, 6587.4689, 6722.2328, 6720.5401, 6736.6252, 6734.9289,0.936, 1.2419, 0.936, 1.2419, 0.936, 1.2419, 0.936, 1.2419, 0.936, 1.2419
21, 18, 0.9717, 2.5584, 53.6491, 0.0, 396.4754, 7.6751, 160.9474, 0.0, 92.5392, 15.4372, 68.5906,6556.6568, 6552.9064, 6571.4272, 6567.6683, 6592.1033, 6588.3327, 6725.2681, 6721.4213, 6739.667, 6735.812,0.936, 1.434, 0.936, 1.434, 0.936, 1.434, 0.936, 1.434, 0.936, 1.434
21, 19, 1.1415, 19.5652, 52.3484, 136.6187, 405.791, 58.6955, 157.0452, 23.4196, 90.1565, 32.7068, 59.7674,6551.0872, 6553.3369, 6565.8451, 6568.0998, 6586.5036, 6588.7655, 6719.5553, 6721.8629, 6733.942, 6736.2545,0.936, 1.1946, 0.936, 1.1946, 0.936, 1.1946, 0.936, 1.1946, 0.936, 1.1946
21, 20, 1.3897, 41.9265, 12.7037, 0.0, 404.2976, 125.7795, 38.1112, 70.9426, 18.2646, 56.8364, 8.8677,6552.9381, 6553.0303, 6567.7001, 6567.7925, 6588.3645, 6588.4572, 6721.4538, 6721.5484, 6735.8445, 6735.9393,1.6774, 1.3853, 1.6774, 1.3853, 1.6774, 1.3853, 1.6774, 1.3853, 1.6774, 1.3853
21, 21, 1.5496, 34.4718, 24.6554, 0.0, 384.4023, 103.4153, 73.9662, 106.0136, 0.0, 0.0, 68.313,6552.9062, 6552.9375, 6567.6682, 6567.6995, 6588.3325, 6588.3639, 6721.4211, 6721.4532, 6735.8118, 6735.8439,1.296, 1.5575, 1.296, 1.5575, 1.296, 1.5575, 1.296, 1.5575, 1.296, 1.5575
21, 22, 1.0685, 27.3159, 48.7677, 166.5673, 348.503, 81.9478, 146.3031, 37.8887, 81.1807, 40.7924, 49.3259,6551.5408, 6553.4786, 6566.2997, 6568.2418, 6586.9597, 6588.908, 6720.0206, 6722.0082, 6734.4083, 6736.4001,1.2522, 1.2516, 1.2522, 1.2516, 1.2522, 1.2516, 1.2522, 1.2516, 1.2522, 1.2516
21, 23, 1.4393, 0.0, 57.972, 0.0, 436.0272, 0.0, 173.9159, 18.0239, 73.2728, 0.0, 78.7209,6553.5826, 6552.9023, 6568.346, 6567.6643, 6589.0125, 6588.3286, 6722.1148, 6721.4171, 6736.507, 6735.8078,3.7526, 1.5134, 3.7526, 1.5134, 3.7526, 1.5134, 3.7526, 1.5134, 3.7526, 1.5134
21, 24, 0.8083, 57.9312, 33.7048, 413.9849, 232.7391, 173.7936, 101.1144, 84.8947, 50.6013, 78.6941, 22.0167,6553.4951, 6551.4827, 6568.2584, 6566.2415, 6588.9245, 6586.9013, 6722.0251, 6719.961, 6736.4171, 6734.3486,1.1196, 0.936, 1.1196, 0.936, 1.1196, 0.936, 1.1196, 0.936, 1.1196, 0.936
21, 25, 1.0944, 0.0, 65.4021, 0.0, 489.2957, 0.0, 196.2064, 18.1381, 108.1089, 0.0, 77.0811,6560.2653, 6552.937, 6575.0438, 6567.699, 6595.7313, 6588.3634, 6728.9694, 6721.4527, 6743.3762, 6735.8434,1.0155, 1.4661, 1.0155, 1.4661, 1.0155, 1.4661, 1.0155, 1.4661, 1.0155, 1.4661
21, 26, 1.6997, 0.0, 67.4681, 116.8541, 384.4722, 0.0, 202.4042, 103.4228, 0.0, 0.0, 83.1616,6553.1733, 6552.8745, 6567.9359, 6567.6364, 6588.601, 6588.3006, 6721.6951, 6721.3886, 6736.0863, 6735.7792,1.5326, 1.4739, 1.5326, 1.4739, 1.5326, 1.4739, 1.5326, 1.4739, 1.5326, 1.4739
21, 27, 0.9803, 30.6574, 53.4492, 343.0291, 345.3733, 91.9721, 160.3476, 71.4649, 68.5007, 31.3666, 65.6581,6553.7966, 6552.3306, 6568.5605, 6567.0913, 6589.2276, 6587.7538, 6722.3344, 6720.8307, 6736.727, 6735.2201,0.9507, 1.3152, 0.9507, 1.3152, 0.9507, 1.3152, 0.9507, 1.3152, 0.9507, 1.3152
21, 28, 1.1981, 48.2544, 59.784, 292.0938, 450.3933, 144.7631, 179.352, 58.312, 93.3279, 62.1471, 70.7776,6551.9676, 6553.7079, 6566.7274, 6568.4716, 6587.3887, 6589.1385, 6720.4583, 6722.2434, 6734.8469, 6736.6358,1.0223, 0.9914, 1.0223, 0.9914, 1.0223, 0.9914, 1.0223, 0.9914, 1.0223, 0.9914
21, 29, 1.179, 85.7819, 0.0, 577.1018, 0.0, 257.3456, 0.0, 132.198, 0.0, 102.002, 0.0,6552.9527, 6552.8482, 6567.7147, 6567.61, 6588.3792, 6588.2741, 6721.4688, 6721.3615, 6735.8595, 6735.7521,1.4074, 2.8309, 1.4074, 2.8309, 1.4074, 2.8309, 1.4074, 2.8309, 1.4074, 2.8309
21, 30, 1.2914, 77.8584, 19.9862, 506.842, 210.1079, 233.5751, 59.9585, 129.3531, 29.9684, 82.8376, 17.7208,6552.6153, 6553.9773, 6567.3766, 6568.7416, 6588.04, 6589.4093, 6721.1227, 6722.5197, 6735.5128, 6736.9127,1.3068, 0.936, 1.3068, 0.936, 1.3068, 0.936, 1.3068, 0.936, 1.3068, 0.936
21, 31, 0.7817, 53.9438, 54.447, 447.2927, 312.0318, 161.8314, 163.3409, 107.0268, 85.3614, 89.2638, 42.5398,6553.4932, 6551.9558, 6568.2564, 6566.7156, 6588.9226, 6587.377, 6722.0232, 6720.4463, 6736.4151, 6734.8349,1.1547, 1.1149, 1.1547, 1.1149, 1.1547, 1.1149, 1.1547, 1.1149, 1.1547, 1.1149
21, 32, 1.3562, 0.0, 80.44, 0.0, 596.7878, 0.0, 241.3201, 12.869, 137.9999, 0.0, 91.259,6560.0129, 6552.8256, 6574.7908, 6567.5874, 6595.4775, 6588.2515, 6728.7105, 6721.3385, 6743.1168, 6735.7289,0.936, 1.4831, 0.936, 1.4831, 0.936, 1.4831, 0.936, 1.4831, 0.936, 1.4831
21, 33, 0.8177, 74.1599, 12.6458, 615.5386, 0.0, 222.4798, 37.9375, 145.7069, 0.0, 88.3902, 10.7438,6552.7765, 6552.8574, 6567.5381, 6567.6192, 6588.202, 6588.2834, 6721.288, 6721.371, 6735.6784, 6735.7616,1.4461, 2.464, 1.4461, 2.464, 1.4461, 2.464, 1.4461, 2.464, 1.4461, 2.464
21, 34, 0.7695, 6.1104, 90.6567, 0.4954, 640.6505, 18.3312, 271.97, 0.0, 138.2415, 9.7251, 88.0664,6549.9232, 6552.9088, 6564.6784, 6567.6708, 6585.3333, 6588.3351, 6718.3613, 6721.4238, 6732.7454, 6735.8145,1.0103, 1.4415, 1.0103, 1.4415, 1.0103, 1.4415, 1.0103, 1.4415, 1.0103, 1.4415
22, 0, 1.0507, 10.1392, 61.7532, 0.0, 401.6959, 30.4175, 185.2596, 0.0, 85.9306, 19.6786, 66.6346,6556.8913, 6552.7639, 6571.6622, 6567.5255, 6592.3391, 6588.1893, 6725.5086, 6721.2751, 6739.9081, 6735.6654,1.3627, 1.4963, 1.3627, 1.4963, 1.3627, 1.4963, 1.3627, 1.4963, 1.3627, 1.4963
22, 1, 2.0124, 13.2057, 45.9631, 0.0, 386.9366, 39.617, 137.8893, 24.2872, 57.713, 11.5494, 47.5052,6553.3901, 6552.6538, 6568.1531, 6567.4151, 6588.8189, 6588.0786, 6721.9174, 6721.1621, 6736.3091, 6735.5523,2.9656, 1.5199, 2.9656, 1.5199, 2.9656, 1.5199, 2.9656, 1.5199, 2.9656, 1.5199
22, 2, 0.9518, 6.6733, 48.1956, 0.0, 344.4605, 20.02, 144.5869, 38.366, 42.0608, 22.9351, 42.6729,6553.6771, 6552.5927, 6568.4408, 6567.3539, 6589.1075, 6588.0172, 6722.2118, 6721.0995, 6736.6041, 6735.4895,1.752, 1.5746, 1.752, 1.5746, 1.752, 1.5746, 1.752, 1.5746, 1.752, 1.5746
22, 3, 0.846, 4.2176, 52.9747, 0.0, 337.392, 12.6528, 158.9241, 0.1792, 68.9697, 22.66, 65.4582,6558.5629, 6552.6229, 6573.3376, 6567.3842, 6594.0198, 6588.0477, 6727.2233, 6721.1305, 6741.6264, 6735.5206,0.936, 1.5366, 0.936, 1.5366, 0.936, 1.5366, 0.936, 1.5366, 0.936, 1.5366
22, 4, 0.8427, 20.2433, 46.0963, 81.9672, 345.009, 60.7299, 138.2889, 20.037, 81.8848, 15.116, 66.6545,6550.8401, 6553.0927, 6565.5973, 6567.8551, 6586.2551, 6588.52, 6719.3018, 6721.6124, 6733.6879, 6736.0035,0.936, 1.2047, 0.936, 1.2047, 0.936, 1.2047, 0.936, 1.2047, 0.936, 1.2047
22, 5, 0.7653, 34.6015, 30.2423, 208.337, 220.9995, 103.8044, 90.7268, 62.4119, 55.4184, 30.3601, 38.732,6551.9932, 6553.5334, 6566.7531, 6568.2968, 6587.4146, 6588.9631, 6720.4846, 6722.0644, 6734.8733, 6736.4565,1.3334, 1.0375, 1.3334, 1.0375, 1.3334, 1.0375, 1.3334, 1.0375, 1.3334, 1.0375
22, 6, 0.9466, 9.8302, 43.2525, 0.0, 353.0379, 29.4907, 129.7576, 24.2443, 50.4367, 12.3192, 46.4539,6552.5377, 6552.9054, 6567.2989, 6567.6673, 6587.962, 6588.3316, 6721.0432, 6721.4203, 6735.433, 6735.8109,2.4203, 1.3469, 2.4203, 1.3469, 2.4203, 1.3469, 2.4203, 1.3469, 2.4203, 1.3469
22, 7, 1.1755, 33.8626, 17.3336, 90.7905, 257.9999, 101.5877, 52.0009, 32.7956, 40.5402, 27.6125, 29.2337,6552.4727, 6553.072, 6567.2337, 6567.8343, 6587.8966, 6588.4992, 6720.9765, 6721.5912, 6735.3662, 6735.9822,1.7946, 1.2528, 1.7946, 1.2528, 1.7946, 1.2528, 1.7946, 1.2528, 1.7946, 1.2528
22, 8, 1.4553, 5.0662, 53.0698, 0.0, 363.6675, 15.1985, 159.2094, 0.0, 72.2659, 0.0, 63.4957,6557.5667, 6553.0083, 6572.3392, 6567.7704, 6593.0182, 6588.4351, 6726.2015, 6721.5258, 6740.6024, 6735.9167,0.936, 1.4124, 0.936, 1.4124, 0.936, 1.4124, 0.936, 1.4124, 0.936, 1.4124
22, 9, 1.0066, 47.7056, 14.3303, 239.8066, 226.1239, 143.1169, 42.9908, 62.2231, 15.2264, 52.3831, 19.0557,6552.6492, 6553.8637, 6567.4105, 6568.6278, 6588.0741, 6589.2951, 6721.1575, 6722.4032, 6735.5476, 6736.796,1.3934, 0.936, 1.3934, 0.936, 1.3934, 0.936, 1.3934, 0.936, 1.3934, 0.936
22, 10, 0.9958, 58.279, 0.0, 201.6806, 295.3885, 174.8371, 0.0, 80.6546, 7.3431, 48.5297, 19.6431,6552.7965, 6553.572, 6567.5582, 6568.3355, 6588.2222, 6589.0019, 6721.3086, 6722.104, 6735.699, 6736.4961,1.5001, 1.0485, 1.5001, 1.0485, 1.5001, 1.0485, 1.5001, 1.0485, 1.5001, 1.0485
